NCBI GeneID	Symbol	Description	Gene Type	Gene Group Identifier	Gene Group Method	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop
102655539	LOC102655539	uncharacterized LOC102655539	ncRNA			NC_037653.1	4706579	4709153
102655553	LOC102655553	uncharacterized LOC102655553	PROTEIN_CODING			NC_037639.1	9996230	9998090
102655555	LOC102655555	uncharacterized LOC102655555	ncRNA			NC_037647.1	12296588	12305191
102655560	LOC102655560	uncharacterized LOC102655560	ncRNA			NC_037642.1	2028867	2038611
102655564	LOC102655564	uncharacterized LOC102655564	PROTEIN_CODING			NC_037648.1	11031445	11036289
102655567	LOC102655567	uncharacterized LOC102655567	ncRNA			NC_037638.1	11902237	11907144
102655568	LOC102655568	uncharacterized LOC102655568	ncRNA			NC_037638.1	24594949	24599196
102655574	LOC102655574	uncharacterized LOC102655574	ncRNA			NC_037648.1	2458076	2462193
102655581	LOC102655581	uncharacterized LOC102655581	ncRNA			NC_037638.1	3260952	3262514
102655582	LOC102655582	uncharacterized LOC102655582	ncRNA			NC_037653.1	4709281	4710728
102655585	LOC102655585	uncharacterized LOC102655585	PROTEIN_CODING	10178870	NCBI Ortholog	NC_037652.1	7556156	7557042
102655587	LOC102655587	uncharacterized LOC102655587	ncRNA			NC_037645.1	6406491	6407045
102655591	LOC102655591	uncharacterized LOC102655591	ncRNA			NC_037645.1	9044503	9045852
102655592	LOC102655592	coiled-coil domain-containing protein 103	PROTEIN_CODING	36222	NCBI Ortholog	NC_037641.1	11953562	11954759
102655594	LOC102655594	uncharacterized LOC102655594	ncRNA			NC_037638.1	24558219	24562881
102655600	LOC102655600	uncharacterized LOC102655600	ncRNA			NC_037642.1	2024630	2238194
102655605	LOC102655605	uncharacterized LOC102655605	ncRNA			NC_037642.1	5211219	5228152
102655609	LOC102655609	uncharacterized LOC102655609	ncRNA			NC_037641.1	12794446	12797202
102655611	LOC102655611	uncharacterized LOC102655611	ncRNA			NC_037643.1	17028664	17032966
102655614	LOC102655614	uncharacterized LOC102655614	ncRNA			NC_037638.1	1158893	1162766
102655619	LOC102655619	uncharacterized LOC102655619	ncRNA			NC_037653.1	4714255	4726576
102655621	LOC102655621	uncharacterized LOC102655621	ncRNA			NC_037652.1	8365187	8372346
102655624	LOC102655624	uncharacterized LOC102655624	ncRNA			NC_037639.1	15846157	15846949
102655634	LOC102655634	uncharacterized LOC102655634	ncRNA			NC_037640.1	12252285	12255940
102655645	LOC102655645	uncharacterized LOC102655645	ncRNA			NC_037639.1	15848235	15850597
102655652	LOC102655652	uncharacterized LOC102655652	ncRNA			NC_037638.1	1960779	1964940
102655654	LOC102655654	proton-coupled amino acid transporter-like protein CG1139	PROTEIN_CODING			NC_037638.1	2393088	2413382
102655655	LOC102655655	uncharacterized LOC102655655	ncRNA			NC_037643.1	5263977	5271297
102655660	LOC102655660	uncharacterized LOC102655660	ncRNA			NC_037648.1	13494829	13495849
102655661	LOC102655661	ecdysone-induced protein 74EF-like	PROTEIN_CODING			NC_037642.1	11254796	11267390
102655663	LOC102655663	putative gustatory receptor 28b	PROTEIN_CODING			NC_037638.1	19597943	19599929
102655674	LOC102655674	uncharacterized LOC102655674	ncRNA			NC_037644.1	9390709	9393117
102655676	LOC102655676	uncharacterized LOC102655676	ncRNA			NC_037641.1	11131275	11145491
102655679	LOC102655679	DNA-directed RNA polymerase III subunit RPC7-like	PROTEIN_CODING	39941	NCBI Ortholog	NC_037638.1	14898270	14899145
102655682	LOC102655682	uncharacterized LOC102655682	ncRNA			NC_037645.1	3788264	3790429
102655685	LOC102655685	uncharacterized LOC102655685	ncRNA			NC_037644.1	8989820	8992172
102655690	LOC102655690	uncharacterized LOC102655690	PROTEIN_CODING			NC_037645.1	10427571	10429903
102655697	LOC102655697	uncharacterized LOC102655697	PROTEIN_CODING			NC_037645.1	4137504	4140059
102655698	LOC102655698	uncharacterized LOC102655698	ncRNA			NC_037647.1	6077554	6126438
102655699	LOC102655699	uncharacterized LOC102655699	ncRNA			NC_037645.1	7628811	7634340
102655707	LOC102655707	uncharacterized LOC102655707	ncRNA			NC_037653.1	3833928	3867944
102655709	LOC102655709	uncharacterized LOC102655709	PROTEIN_CODING			NC_037652.1	4510755	4513263
102655710	LOC102655710	basic proline-rich protein	PROTEIN_CODING			NC_037649.1	7071001	7084804
102655714	LOC102655714	very-long-chain 3-oxoacyl-CoA reductase pseudogene	PSEUDO			NC_037638.1	11522206	11523206
102655718	LOC102655718	uncharacterized LOC102655718	ncRNA			NC_037649.1	1150498	1157001
102655720	LOC102655720	uncharacterized LOC102655720	ncRNA			NC_037638.1	1954290	1955203
102655721	LOC102655721	uncharacterized LOC102655721	ncRNA			NC_037644.1	1528721	1530277
102655724	LOC102655724	uncharacterized LOC102655724	ncRNA			NC_037638.1	4651188	4656512
102655734	LOC102655734	uncharacterized LOC102655734	ncRNA			NC_037653.1	3895172	3908063
102655740	LOC102655740	mitochondrial import receptor subunit TOM40 homolog 1-like	PROTEIN_CODING			NC_037641.1	11537659	11538989
102655746	LOC102655746	uncharacterized LOC102655746	ncRNA			NC_037640.1	3220497	3222903
102655747	LOC102655747	uncharacterized LOC102655747	ncRNA			NC_037638.1	1948753	1951575
102655751	LOC102655751	uncharacterized LOC102655751	ncRNA			NC_037642.1	5760480	5765226
102655756	LOC102655756	PDZ and LIM domain protein 7-like	PROTEIN_CODING			NC_037647.1	10557516	10559091
102655757	LOC102655757	uncharacterized LOC102655757	ncRNA			NC_037643.1	14761159	14775572
102655762	LOC102655762	repetitive proline-rich cell wall protein 2-like	PROTEIN_CODING			NC_037652.1	5321071	5323002
102655764	LOC102655764	uncharacterized LOC102655764	PROTEIN_CODING			NC_037652.1	8769927	8771270
102655775	LOC102655775	uncharacterized LOC102655775	ncRNA			NC_037638.1	1948729	1949231
102655779	LOC102655779	uncharacterized LOC102655779	ncRNA			NC_037641.1	5475048	5481654
102655781	LOC102655781	uncharacterized LOC102655781	ncRNA			NC_037653.1	4736319	4743867
102655783	LOC102655783	uncharacterized LOC102655783	PROTEIN_CODING			NC_037645.1	4145836	4148131
102655784	LOC102655784	uncharacterized LOC102655784	ncRNA			NC_037645.1	6757793	6761300
102655785	LOC102655785	uncharacterized LOC102655785	ncRNA			NC_037648.1	14072788	14075420
102655786	LOC102655786	uncharacterized LOC102655786	ncRNA			NC_037643.1	12463802	12468069
102655787	LOC102655787	uncharacterized LOC102655787	ncRNA			NC_037653.1	1440214	1448435
102655790	LOC102655790	uncharacterized LOC102655790	ncRNA			NC_037645.1	1292983	1296360
102655792	LOC102655792	uncharacterized LOC102655792	ncRNA			NC_037639.1	4630732	4632599
102655793	LOC102655793	uncharacterized LOC102655793	ncRNA			NC_037653.1	2790013	2791615
102655794	LOC102655794	uncharacterized LOC102655794	ncRNA			NC_037645.1	3228454	3234645
102655797	LOC102655797	uncharacterized LOC102655797	ncRNA			NC_037647.1	6815437	6816828
102655805	LOC102655805	uncharacterized LOC102655805	ncRNA			NC_037638.1	1940640	1942251
102655807	LOC102655807	uncharacterized LOC102655807	ncRNA			NC_037640.1	4770901	4775257
102655809	LOC102655809	uncharacterized LOC102655809	ncRNA			NC_037640.1	5388152	5391192
102655810	LOC102655810	proline-rich protein 4-like	PROTEIN_CODING			NC_037652.1	5312649	5314988
102655811	LOC102655811	matrix metalloproteinase-24-like	PROTEIN_CODING			NC_037638.1	5460826	5461954
102655812	LOC102655812	uncharacterized LOC102655812	ncRNA			NC_037645.1	6762343	6764850
102655817	LOC102655817	uncharacterized LOC102655817	ncRNA			NC_037641.1	11124640	11125531
102655821	LOC102655821	uncharacterized LOC102655821	ncRNA			NC_037641.1	3576156	3638441
102655825	LOC102655825	odorant receptor 85b-like	PROTEIN_CODING			NC_037639.1	10041889	10043794
102655835	LOC102655835	uncharacterized LOC102655835	ncRNA			NC_037648.1	1125627	1127773
102655837	LOC102655837	uncharacterized LOC102655837	ncRNA			NC_037651.1	3931098	3948356
102655840	LOC102655840	uncharacterized LOC102655840	ncRNA			NC_037640.1	8208725	8215464
102655842	LOC102655842	uncharacterized LOC102655842	ncRNA			NC_037648.1	9994280	9997914
102655843	LOC102655843	uncharacterized LOC102655843	ncRNA			NC_037650.1	10161378	10163396
102655844	LOC102655844	cyclin-dependent kinase inhibitor 1C	PROTEIN_CODING			NC_037651.1	10008243	10010132
102655847	LOC102655847	uncharacterized LOC102655847	ncRNA			NC_037643.1	12373736	12375092
102655849	LOC102655849	uncharacterized LOC102655849	ncRNA			NC_037638.1	18912676	18915090
102655857	LOC102655857	odorant receptor 22c-like	PROTEIN_CODING			NC_037639.1	10043939	10046008
102655862	LOC102655862	uncharacterized LOC102655862	ncRNA			NC_037640.1	5400593	5407875
102655864	LOC102655864	uncharacterized LOC102655864	ncRNA			NC_037653.1	4747430	4751119
102655865	LOC102655865	uncharacterized LOC102655865	ncRNA			NC_037652.1	5918060	5918722
102655866	LOC102655866	uncharacterized LOC102655866	ncRNA			NC_037647.1	10603209	10605791
102655867	LOC102655867	uncharacterized LOC102655867	ncRNA			NC_037640.1	10696500	10698075
102655868	LOC102655868	uncharacterized LOC102655868	ncRNA			NC_037644.1	12193132	12198294
102655870	LOC102655870	uncharacterized LOC102655870	ncRNA			NC_037643.1	14701684	14731851
102655878	LOC102655878	uncharacterized LOC102655878	ncRNA			NC_037641.1	5456482	5458970
102655881	LOC102655881	uncharacterized LOC102655881	ncRNA			NC_037643.1	15922763	15923910
102655890	LOC102655890	uncharacterized LOC102655890	PROTEIN_CODING			NC_037646.1	6872253	6875884
102655893	LOC102655893	uncharacterized LOC102655893	ncRNA			NC_037652.1	5916395	5917143
102655897	LOC102655897	uncharacterized LOC102655897	PROTEIN_CODING			NC_037646.1	290976	293203
102655900	LOC102655900	uncharacterized LOC102655900	ncRNA			NC_037646.1	8360421	8361776
102655915	LOC102655915	uncharacterized LOC102655915	ncRNA			NC_037653.1	2742331	2750019
102655921	LOC102655921	uncharacterized LOC102655921	ncRNA			NC_037651.1	8917008	8918706
102655922	LOC102655922	uncharacterized LOC102655922	PROTEIN_CODING			NC_037649.1	8302139	8304837
102655924	LOC102655924	uncharacterized LOC102655924	PROTEIN_CODING			NC_037647.1	10585370	10587103
102655933	LOC102655933	uncharacterized LOC102655933	ncRNA			NC_037638.1	11997060	11999607
102655938	LOC102655938	uncharacterized LOC102655938	ncRNA			NC_037653.1	3525661	3530519
102655943	LOC102655943	uncharacterized LOC102655943	ncRNA			NC_037642.1	4123358	4125219
102655946	LOC102655946	uncharacterized LOC102655946	ncRNA			NC_037638.1	6716028	6718594
102655948	LOC102655948	phosphatidylinositol N-acetylglucosaminyltransferase subunit C	PROTEIN_CODING	38410	NCBI Ortholog	NC_037648.1	15429709	15430649
102655950	LOC102655950	peroxisome biogenesis factor 2	PROTEIN_CODING	38941	NCBI Ortholog	NC_037640.1	1488551	1491637
102655966	LOC102655966	uncharacterized LOC102655966	ncRNA			NC_037641.1	4697036	4700021
102655968	LOC102655968	uncharacterized LOC102655968	ncRNA			NC_037645.1	6825359	6827325
102655970	LOC102655970	cytochrome b-c1 complex subunit 7-like	PROTEIN_CODING			NC_037641.1	10665891	10666600
102655976	LOC102655976	uncharacterized LOC102655976	ncRNA			NC_037644.1	2727446	2732986
102655981	LOC102655981	uncharacterized LOC102655981	ncRNA			NC_037643.1	15687585	15691639
102655995	LOC102655995	uncharacterized LOC102655995	ncRNA			NC_037645.1	6892624	6901552
102655997	LOC102655997	uncharacterized LOC102655997	ncRNA			NC_037643.1	8537996	8540043
102656007	LOC102656007	uncharacterized LOC102656007	ncRNA			NC_037644.1	8469368	8484729
102656010	LOC102656010	uncharacterized LOC102656010	ncRNA			NC_037639.1	12792816	12796699
102656011	LOC102656011	uncharacterized LOC102656011	ncRNA			NC_037648.1	982915	1011863
102656013	LOC102656013	uncharacterized LOC102656013	ncRNA			NC_037644.1	2430058	2434456
102656014	LOC102656014	uncharacterized LOC102656014	ncRNA			NC_037643.1	5190734	5195072
102656015	LOC102656015	uncharacterized LOC102656015	ncRNA			NC_037653.1	4758635	4764115
102656016	LOC102656016	uncharacterized LOC102656016	ncRNA			NC_037649.1	6231159	6235348
102656017	LOC102656017	uncharacterized LOC102656017	ncRNA			NC_037638.1	6727429	6766059
102656019	LOC102656019	uncharacterized LOC102656019	ncRNA			NC_037643.1	8550237	8560214
102656022	LOC102656022	uncharacterized LOC102656022	ncRNA			NC_037647.1	11556682	11563580
102656027	LOC102656027	uncharacterized LOC102656027	PROTEIN_CODING			NC_037642.1	3386799	3433747
102656029	LOC102656029	homeobox protein Hmx	PROTEIN_CODING	42110	NCBI Ortholog	NC_037652.1	4379781	4396999
102656039	LOC102656039	uncharacterized LOC102656039	ncRNA			NC_037652.1	1624801	1628650
102656040	LOC102656040	uncharacterized LOC102656040	ncRNA			NC_037640.1	3193334	3200215
102656043	LOC102656043	uncharacterized LOC102656043	ncRNA			NC_037649.1	6264278	6273660
102656044	LOC102656044	uncharacterized LOC102656044	ncRNA			NC_037638.1	6259485	6262159
102656050	LOC102656050	uncharacterized LOC102656050	ncRNA			NC_037640.1	7754177	7763397
102656061	LOC102656061	uncharacterized LOC102656061	PROTEIN_CODING			NC_037649.1	970933	972689
102656066	LOC102656066	uncharacterized LOC102656066	ncRNA			NC_037648.1	13565614	13568755
102656068	LOC102656068	uncharacterized LOC102656068	ncRNA			NC_037640.1	12777940	12783711
102656070	LOC102656070	uncharacterized LOC102656070	PROTEIN_CODING	40522	NCBI Ortholog	NC_037644.1	366198	375243
102656071	LOC102656071	uncharacterized LOC102656071	ncRNA			NC_037648.1	1312919	1316116
102656072	LOC102656072	uncharacterized LOC102656072	ncRNA			NC_037650.1	4394432	4396129
102656080	LOC102656080	uncharacterized LOC102656080	ncRNA			NC_037648.1	14160302	14162720
102656082	LOC102656082	kinesin-like protein KIF20B	PROTEIN_CODING			NC_037643.1	17501297	17506052
102656083	LOC102656083	uncharacterized LOC102656083	ncRNA			NC_037638.1	25974022	25975184
102656087	LOC102656087	uncharacterized LOC102656087	ncRNA			NC_037650.1	2960416	2966777
102656089	LOC102656089	uncharacterized LOC102656089	ncRNA			NC_037641.1	7946444	7952984
102656092	LOC102656092	uncharacterized LOC102656092	ncRNA			NC_037639.1	10067130	10069942
102656101	LOC102656101	uncharacterized LOC102656101	PROTEIN_CODING			NC_037646.1	6893771	6895639
102656106	LOC102656106	uncharacterized LOC102656106	ncRNA			NC_037647.1	9544635	9593823
102656111	LOC102656111	uncharacterized LOC102656111	ncRNA			NC_037650.1	2950100	2953503
102656112	LOC102656112	uncharacterized LOC102656112	ncRNA			NC_037653.1	3452596	3468638
102656114	LOC102656114	uncharacterized LOC102656114	ncRNA			NC_037646.1	9609953	9614134
102656116	LOC102656116	allatotropin-like	PROTEIN_CODING			NC_037647.1	5994528	5995946
102656120	LOC102656120	uncharacterized LOC102656120	ncRNA			NC_037642.1	12692764	12695219
102656121	LOC102656121	uncharacterized LOC102656121	ncRNA			NC_037643.1	14977949	14981533
102656130	LOC102656130	uncharacterized LOC102656130	ncRNA			NC_037639.1	15185690	15186784
102656138	LOC102656138	uncharacterized LOC102656138	ncRNA			NC_037647.1	2689227	2692811
102656140	LOC102656140	uncharacterized LOC102656140	ncRNA			NC_037642.1	3514496	3519116
102656143	LOC102656143	keratin-associated protein 10-7-like	PROTEIN_CODING			NC_037652.1	4672447	4673050
102656145	LOC102656145	uncharacterized LOC102656145	ncRNA			NC_037647.1	5223550	5226025
102656147	LOC102656147	uncharacterized LOC102656147	ncRNA			NC_037645.1	8317674	8321517
102656149	LOC102656149	uncharacterized LOC102656149	ncRNA			NC_037650.1	1822730	1849088
102656150	LOC102656150	uncharacterized LOC102656150	ncRNA			NC_037647.1	1111881	1112480
102656151	LOC102656151	uncharacterized LOC102656151	ncRNA			NC_037645.1	1175428	1177270
102656160	LOC102656160	uncharacterized LOC102656160	PROTEIN_CODING			NC_037649.1	6283979	6285372
102656170	LOC102656170	protein atonal	PROTEIN_CODING	40975	NCBI Ortholog	NC_037649.1	955376	957050
102656171	LOC102656171	uncharacterized LOC102656171	ncRNA			NC_037643.1	5223272	5237828
102656174	LOC102656174	uncharacterized LOC102656174	ncRNA			NC_037641.1	7868911	7870466
102656182	LOC102656182	uncharacterized LOC102656182	ncRNA			NC_037647.1	954863	960217
102656187	LOC102656187	uncharacterized LOC102656187	ncRNA			NC_037645.1	8322666	8324753
102656189	LOC102656189	uncharacterized LOC102656189	ncRNA			NC_037647.1	10195069	10197025
102656191	LOC102656191	uncharacterized LOC102656191	ncRNA			NC_037638.1	12437883	12442261
102656196	LOC102656196	uncharacterized LOC102656196	ncRNA			NC_037653.1	3438621	3439989
102656198	LOC102656198	serine/arginine repetitive matrix protein 1-like	PROTEIN_CODING			NC_037646.1	6231784	6265842
102656201	LOC102656201	uncharacterized LOC102656201	ncRNA			NC_037651.1	7095602	7097708
102656209	LOC102656209	uncharacterized LOC102656209	ncRNA			NC_037643.1	14060845	14063928
102656212	LOC102656212	uncharacterized LOC102656212	ncRNA			NC_037650.1	6025185	6029256
102656214	LOC102656214	uncharacterized LOC102656214	ncRNA			NC_037638.1	5432618	5435440
102656218	LOC102656218	uncharacterized LOC102656218	ncRNA			NC_037645.1	11423218	11424782
102656221	LOC102656221	uncharacterized LOC102656221	PROTEIN_CODING			NC_037641.1	6013575	6016404
102656222	LOC102656222	myb-like protein X	PSEUDO			NC_037652.1	7493053	7494907
102656228	LOC102656228	uncharacterized LOC102656228	ncRNA			NC_037648.1	1003969	1005269
102656229	LOC102656229	uncharacterized LOC102656229	ncRNA			NC_037653.1	3430271	3433170
102656230	LOC102656230	uncharacterized LOC102656230	ncRNA			NC_037642.1	3627885	3631220
102656231	LOC102656231	uncharacterized LOC102656231	PROTEIN_CODING	318801	NCBI Ortholog	NC_037652.1	4574803	4576955
102656232	LOC102656232	uncharacterized LOC102656232	ncRNA			NC_037639.1	15171978	15174262
102656234	LOC102656234	uncharacterized LOC102656234	ncRNA			NC_037640.1	13050879	13053953
102656249	LOC102656249	protein HEXIM1	PROTEIN_CODING			NC_037642.1	9504339	9505852
102656251	LOC102656251	uncharacterized LOC102656251	ncRNA			NC_037642.1	12671039	12672227
102656252	LOC102656252	uncharacterized LOC102656252	ncRNA			NC_037648.1	15456067	15459980
102656258	LOC102656258	nuclear RNA export factor 2-like	PROTEIN_CODING			NC_037653.1	2702499	2704924
102656259	LOC102656259	uncharacterized LOC102656259	ncRNA			NC_037653.1	5099202	5106258
102656261	LOC102656261	uncharacterized LOC102656261	ncRNA			NC_037641.1	7872982	7879061
102656264	LOC102656264	uncharacterized LOC102656264	ncRNA			NC_037645.1	6697354	6702496
102656265	LOC102656265	uncharacterized LOC102656265	ncRNA			NC_037642.1	10700719	10702316
102656270	LOC102656270	uncharacterized LOC102656270	ncRNA			NC_037643.1	14111294	14114336
102656271	LOC102656271	uncharacterized LOC102656271	PROTEIN_CODING			NC_037650.1	1037153	1075638
102656274	LOC102656274	uncharacterized LOC102656274	ncRNA			NC_037646.1	11121187	11126948
